TicketID,CreatedDate,ClosedDate,Priority,Status,CategoryID,CategoryText,Department,AssignedAgentID,FirstResponseMinutes,ReopenedFlag
T0004648,2025-10-23 18:30:48.524794,,P3,In Progress,C009,Access Req,Marketing,A0020,,0
T0004747,2025-11-03 16:17:48.524794,,P4,In Progress,C004,Password Reset / Account Lock,Sales,A0028,58.0,0
T0001411,2024-11-22 16:52:48.524794,,P2,Pending User,C003,LAN CONNECTIVITY ,Sales,A0014,18.0,0
T0001401,2024-11-21 17:40:48.524794,2024-11-23 00:42:10.466482,P4,Closed,C001,Outlook Issue,Engineering,A0032,114.0,0
T0003070,2025-05-13 06:22:48.524794,2025-05-13 23:36:23.045288,P3,closed,C003,LAN Connectivity,IT,A0036,54.0,0
T0004806,2025-11-12 04:41:48.524794,2025-11-14 14:13:34.713202,P4,Closed,C010,Security Incident,Operations,A0024,26.0,0
T0002084,2025-01-30 07:19:48.524794,,P3 ,In-Progress,C008,Application Crash,Marketing,A0014,20.0,0
T0003290,2025-06-03 12:25:48.524794,,P3,In Progress,C004,Account Locked,Engineering,A0016,82.0,0
T0002852,2025-04-21 06:07:48.524794,2025-04-21 17:50:33.080520,Medium,Resolved,C008,Application Crash,HR,A0020,3.0,0
T0004983,2025-11-30 07:03:48.524794,,P3,Open,C010,Security Incident,IT,A0060,53.0,0
T0000125,2024-07-12 19:58:48.524794,2024-07-15 07:24:38.004729,P4,Closed,C008,application crash,IT,A0004,77.0,0
T0001363,2024-11-16 16:59:48.524794,2024-11-16 23:48:42.154111,P2,Resolved,C004,Pwd Reset,Sales,A0041,287.0,0
T0003067,2025-05-13 01:42:48.524794,2025-05-13 04:19:36.506069,P1,Closed,C009,ACCESS REQUEST,Engineering,A0014,2.0,1
T0001055,2024-10-15 03:13:48.524794,2024-10-19 02:38:14.312751,P4,Closed,C008,App Crash,Sales,A0005,196.0,0
T0001314,2024-11-11 09:01:48.524794,2024-11-11 10:39:40.246058,P2,Closed,C007,PRINTER / PERIPHERAL,Customer Support,A0019,91.0,1
T0002991,2025-05-06 18:01:48.524794,2025-05-06 22:42:07.037095,P2,Closed,C011,Slowness,HR,A0038,49.0,0
T0003674,2025-07-12 23:48:48.524794,,P-3,In Progress,C007,Printer / Peripheral,Operations,A0038,129.0,0
T0002401,2025-03-03 20:05:48.524794,2025-03-04 18:48:44.120053,P3,Closed,C007,Peripheral,Operations,A0057,94.0,0
T0001242,2024-11-04 11:52:48.524794,2024-11-04 16:46:42.819578,P2,Resolved,C008,App Crash,Sales,A0001,143.0,0
T0002822,2025-04-18 08:43:48.524794,2025-04-19 04:05:21.321059,P2,Closed,C011,Performance / Slowness,HR,A0006,26.0,0
T0001072,2024-10-16 21:28:48.524794,2024-10-18 08:34:43.280693,P-4,Closed,C008,Application Failure,HR,A0045,53.0,1
T0000007,2024-06-30 01:33:48.524794,2024-06-30 09:10:40.094607,Medium,Resolved,C008,Application Failure,Marketing,A0051,134.0,0
T0004763,2025-11-05 22:03:48.524794,2025-11-06 21:00:32.557889,P3,Resolved,C012,TEAMS ISSUE,Marketing,A0042,94.0,0
T0000057,2024-07-05 21:03:48.524794,2024-07-06 06:51:17.717973,P-3,Closed,C008,Application Crash,Procurement,A0059,8.0,0
T0002062,2025-01-28 15:02:48.524794,,P4,In Progress,C004,Pwd Reset ,Sales,A0033,43.0,0
T0003617,2025-07-07 17:24:48.524794,2025-07-09 14:24:22.026736,P4,Closed,C001,Outlook Issue,Sales,A0051,73.0,0
T0003756,2025-07-22 02:24:48.524794,2025-07-22 05:46:04.017091,P2,Resolved,C005,Software Installation,Engineering,A0054,169.0,0
T0004009,2025-08-17 20:05:48.524794,,P3,Pending User,C001,Outlook Issue,IT,A0004,48.0,0
T0003868,2025-08-02 20:51:48.524794,,P3,In Progress,C005,Software Install,Operations,A0012,,0
T0001636,2024-12-15 22:55:48.524794,2024-12-16 05:16:04.332880,P2,Resolved,C001,Email Issue,Operations,A0034,53.0,0
T0004226,2025-09-09 22:39:48.524794,,P3,Open,C005,Software Installation,Finance,A0057,146.0,0
T0004753,2025-11-04 17:31:48.524794,,P1,Pending User,C005,Software Install,Sales,A0051,19.0,0
T0002263,2025-02-16 22:37:48.524794,,P3,Pending User,C002,VPN / Remote Access,Finance,A0005,25.0,0
T0004132,2025-09-01 22:56:48.524794,,P2,In Progress,C009,ACCESS REQUEST,Marketing,A0005,3.0,1
T0002971,2025-05-04 07:09:48.524794,2025-05-04 21:15:08.997054,P3,Resolved,C007,Printer / Peripheral ,Engineering,A0021,25.0,0
T0005098,2025-12-10 18:33:48.524794,2025-12-11 12:59:29.908223,P2,Resolved,C002,Remote Access,Customer Support,A0050,110.0,0
T0000590,2024-08-26 21:20:48.524794,2024-08-27 00:52:47.356742,P2,Closed,C007,Peripheral,Engineering,A0053,57.0,0
T0004123,2025-09-01 05:12:48.524794,2025-09-01 13:04:09.502906,P3,Resolved,C008,Application Crash,Finance,A0055,167.0,0
T0000967,2024-10-05 09:28:48.524794,2024-10-05 20:13:23.781664,P3 ,Closed,C005,Install Software,Operations,A0031,96.0,0
T0001186,2024-10-29 14:40:48.524794,2024-10-29 22:23:57.196142,P2,Closed,C004,Pwd Reset,Sales,A0037,,1
T0001128,2024-10-22 09:12:48.524794,2024-10-24 00:04:14.490250,P3 ,Resolved,C003,Wi-Fi / LAN Connectivity,Finance,A0043,166.0,0
T0004601,2025-10-18 16:02:48.524794,,P4,Open,C003,LAN Connectivity,Procurement,A0056,80.0,1
T0001285,2024-11-08 07:30:48.524794,2024-11-09 06:22:47.681693,P3,RESOLVED,C005,Software Installation,Sales,A0041,7.0,0
T0004286,2025-09-16 08:15:48.524794,2025-09-21 19:04:21.118486,Low,Closed,C003,lan connectivity,Sales,A0046,35.0,0
T0000359,2024-08-04 12:00:48.524794,2024-08-07 06:32:23.786152,P4,Closed,C008,App Crash,Sales,A0051,67.0,0
T0003293,2025-06-04 04:25:48.524794,2025-06-04 12:15:46.117386,P2,Closed,C004,Password Reset / Account Lock,Finance,A0016,32.0,0
T0003807,2025-07-28 04:23:48.524794,2025-07-28 12:09:49.836595,P3,Closed,C002,VPN,Marketing,A0029,29.0,0
T0005190,2025-12-20 01:32:48.524794,,P3,Open,C008,Application Crash,Finance,A0035,55.0,0
T0000673,2024-09-04 20:57:48.524794,2024-09-08 19:18:54.765019,P4,Closed,C007,Printer Issue,Engineering,A0058,3.0,0
T0003387,2025-06-14 17:57:48.524794,,P3,In Progress,C006,Hardware Replacement,Customer Support,A0044,77.0,0
T0000680,2024-09-05 14:19:48.524794,2024-09-05 23:18:50.196678,P3,Resolved,C002,VPN,Legal,A0054,24.0,0
T0005132,2025-12-14 08:03:48.524794,,P4,In Progress,C008,Application Failure,Finance,A0030,1.0,0
T0002630,2025-03-28 23:04:48.524794,2025-03-29 09:52:55.426105,P3,Closed,C003,LAN CONNECTIVITY,Marketing,A0001,86.0,0
T0003396,2025-06-15 08:45:48.524794,,P-1,Open,C005,SOFTWARE INSTALLATION,IT,A0030,82.0,0
T0002185,2025-02-09 11:13:48.524794,,P3,In Progress,C008,Application Failure ,Legal,A0029,49.0,0
T0000293,2024-07-29 15:44:48.524794,,P3,In Progress,C011,Performance / Slowness,Sales,A0011,170.0,0
T0000086,2024-07-08 16:58:48.524794,2024-07-08 20:56:22.182600,P1,Closed,C010,Security Incident,Operations,A0021,6.0,0
T0004465,2025-10-05 20:10:48.524794,2025-10-08 08:41:16.786940,P4,Resolved,C007,Printer / Peripheral,Marketing,A0060,3.0,0
T0000959,2024-10-04 14:01:48.524794,2024-10-05 12:18:10.245147,P3,Closed,C001,Outlook Issue,Sales,A0049,135.0,0
T0000944,2024-10-03 03:23:48.524794,2024-10-03 07:01:08.246278,P2,Closed,C005,Software Installation,Customer Support,A0003,1.0,1
T0000131,2024-07-13 06:20:48.524794,2024-07-15 23:19:04.207884,P4,Closed,C011,Performance / Slowness,Engineering,A0012,154.0,0
T0000291,2024-07-29 05:41:48.524794,2024-08-02 05:16:23.516161,P4,Resolved,C009,New Access,Marketing,A0008,27.0,0
T0000156,2024-07-16 00:36:48.524794,,P3,In Progress,C001,Email Issue,Operations,A0036,2.0,0
T0002843,2025-04-20 15:04:48.524794,2025-04-21 13:20:04.570838,P4,Resolved,C007,Printer / Peripheral,Engineering,A0033,17.0,1
T0001524,2024-12-03 21:22:48.524794,2024-12-04 14:21:30.510374,P3,Closed,C003,LAN Connectivity,Sales,A0014,17.0,0
T0003126,2025-05-18 18:42:48.524794,,P3,Open,C002,Remote Access,Engineering,A0059,139.0,0
T0002816,2025-04-17 21:32:48.524794,2025-04-20 17:51:10.916803,P-4,Closed,C007,Printer / Peripheral,IT,A0003,97.0,0
T0000004,2024-06-29 16:16:48.524794,2024-06-30 22:36:53.954128,P4,Closed,C004,password reset / account lock,Legal,A0032,107.0,0
T0002872,2025-04-23 15:51:48.524794,2025-04-25 17:01:04.148680,P3,Closed,C008,APP CRASH,Legal,A0030,46.0,0
T0000218,2024-07-21 23:08:48.524794,,P4,In Progress,C012,Teams Issue,HR,A0040,1.0,0
T0004875,2025-11-19 06:43:48.524794,2025-11-19 17:50:20.796794,P3 ,Closed,C001,Email,Engineering,A0059,47.0,0
T0002384,2025-03-01 14:26:48.524794,2025-03-02 14:04:24.627406,P3,Closed,C010,Security Alert,Customer Support,A0058,289.0,0
T0002967,2025-05-04 00:04:48.524794,2025-05-04 02:44:19.554809,P1,Closed,C012,Collaboration Tool,Operations,A0026,77.0,0
T0004736,2025-11-02 15:32:48.524794,,P-1,Open,C007,peripheral,Customer Support,A0030,,0
T0004774,2025-11-07 12:08:48.524794,,P3,In Progress,C008,Application Failure ,Sales,A0045,135.0,0
T0002875,2025-04-23 23:50:48.524794,,P3,In Progress,C001,Email Issue,Finance,A0005,42.0,0
T0000406,2024-08-07 20:20:48.524794,,P2,Pending User,C005,Install Software,Customer Support,A0015,158.0,0
T0000261,2024-07-26 18:44:48.524794,2024-07-27 18:05:12.583693,P3,Resolved,C008,application crash,Engineering,A0048,90.0,0
T0003365,2025-06-12 02:06:48.524794,2025-06-12 19:13:33.110788,P3,Closed,C005,Install Software ,IT,A0051,108.0,0
T0003283,2025-06-02 17:08:48.524794,,P2,In Progress,C003,LAN Connectivity,Sales,A0003,,1
T0003880,2025-08-04 05:21:48.524794,2025-08-05 08:34:50.312792,P-3,Resolved,C003,wi-fi / lan connectivity,Operations,A0044,40.0,0
T0005185,2025-12-19 18:31:48.524794,,P4,Pending User,C010,Security Incident,Finance,A0003,210.0,0
T0005031,2025-12-03 21:10:48.524794,2025-12-04 13:11:01.122615,P3,Closed,C008,App Crash,Engineering,A0028,54.0,0
T0004553,2025-10-14 03:35:48.524794,2025-10-14 16:44:50.895522,P3,Closed,C003,LAN Connectivity,Sales,A0027,4.0,0
T0001932,2025-01-15 21:09:48.524794,2025-01-17 16:31:41.912726,P3,Closed,C009,ACCESS REQUEST ,IT,A0046,42.0,0
T0002224,2025-02-12 18:36:48.524794,,P3,In Progress,C012,MS Teams / Collaboration,Operations,A0001,25.0,0
T0001155,2024-10-25 22:20:48.524794,,P3,In Progress,C004,Password Reset / Account Lock,Engineering,A0025,19.0,0
T0001119,2024-10-21 11:30:48.524794,2024-10-22 05:31:44.521922,P3,Resolved,C011,Performance / Slowness,Marketing,A0017,1.0,0
T0003172,2025-05-23 04:34:48.524794,2025-05-29 09:00:52.971786,P4,Closed,C008,APPLICATION CRASH,Finance,A0024,48.0,0
T0000513,2024-08-17 23:00:48.524794,2024-08-19 22:09:50.110711,P4,Resolved,C001,outlook issue,Operations,A0050,73.0,0
T0000468,2024-08-13 15:30:48.524794,2024-08-14 06:48:18.295726,P-3,Closed,C002,VPN / REMOTE ACCESS,Engineering,A0009,106.0,0
T0000578,2024-08-25 12:23:48.524794,,P3,Open,C007,Printer / Peripheral,Customer Support,A0045,50.0,0
T0003295,2025-06-04 12:24:48.524794,2025-06-05 07:37:06.441122,P3,Closed,C004,Password Reset / Account Lock,Engineering,A0006,65.0,0
T0000477,2024-08-14 10:29:48.524794,,P4,In Progress,C005,Install Software,Legal,A0022,103.0,0
T0001539,2024-12-05 13:36:48.524794,2024-12-05 21:58:09.187612,Medium,Resolved,C012,Teams Issue,Engineering,A0033,71.0,0
T0001711,2024-12-24 00:49:48.524794,2024-12-24 18:24:53.010058,Medium,Closed,C004,Password Reset / Account Lock,Customer Support,A0034,51.0,0
T0000500,2024-08-16 09:35:48.524794,2024-08-17 17:04:44.549994,P3,Closed,C004,PASSWORD RESET / ACCOUNT LOCK,Procurement,A0036,78.0,0
T0001175,2024-10-28 10:00:48.524794,2024-10-29 00:33:42.302195,High,Closed,C004,Account Locked,Sales,A0016,152.0,0
T0000499,2024-08-16 09:18:48.524794,2024-08-16 22:53:25.468082,P2,Resolved,C006,HARDWARE REPLACEMENT,Customer Support,A0046,55.0,0
T0001276,2024-11-07 05:21:48.524794,,P3,In Progress,C004,Password Reset / Account Lock,Procurement,A0007,,1
T0000087,2024-07-09 00:48:48.524794,,P3,Pending User,C002,VPN,Operations,A0057,169.0,0
T0004494,2025-10-08 18:08:48.524794,,P1,In Progress,C004,Pwd Reset,Finance,A0013,62.0,0
T0001284,2024-11-08 00:51:48.524794,2024-11-08 11:21:00.926881,P3,Closed,C009,ACCESS REQ,Procurement,A0017,11.0,0
T0004638,2025-10-23 04:59:48.524794,,P3,Open,C007,Peripheral,Customer Support,A0054,11.0,0
T0002972,2025-05-04 07:30:48.524794,2025-05-06 01:20:22.685756,P4 ,Closed,C012,MS Teams / Collaboration,Marketing,A0046,54.0,0
T0001222,2024-11-01 22:48:48.524794,2024-11-02 10:20:39.238742,P3,Resolved,C008,Application Failure,Finance,A0023,1.0,0
T0003509,2025-06-26 21:39:48.524794,2025-06-27 07:44:36.561480,P2,Closed,C008,Application Crash ,HR,A0008,71.0,0
T0005157,2025-12-16 20:56:48.524794,2025-12-18 01:16:38.737436,P3,Closed,C009,New Access ,Operations,A0012,79.0,0
T0002374,2025-02-28 06:06:48.524794,2025-02-28 13:43:00.184699,Medium,Closed,C006,Hardware Replace,HR,A0039,34.0,0
T0003503,2025-06-25 19:51:48.524794,,P4,Open,C009,NEW ACCESS,Engineering,A0009,,0
T0002695,2025-04-04 02:54:48.524794,2025-04-05 00:10:01.168554,P3,Closed,C008,Application Crash ,Operations,A0051,6.0,0
T0004625,2025-10-21 11:52:48.524794,2025-10-21 14:52:08.912401,P2,Closed,C012,Teams Issue,Engineering,A0024,144.0,1
T0001455,2024-11-26 04:09:48.524794,2024-11-26 12:20:30.780021,P3,Resolved,C006,REPLACE LAPTOP,Engineering,A0019,10.0,0
T0001744,2024-12-27 15:44:48.524794,,P3,In Progress,C009,Access Req,Engineering,A0014,11.0,0
T0001786,2024-12-31 15:07:48.524794,2025-01-03 03:43:25.037395,Low,Closed,C005,Install Software,IT,A0017,6.0,0
T0001176,2024-10-28 16:10:48.524794,2024-10-29 07:22:17.223065,P3,Closed,C012,collaboration tool,Engineering,A0031,,0
T0000180,2024-07-19 00:08:48.524794,2024-07-19 03:28:44.458316,P2,Closed,C012,ms teams / collaboration,Operations,A0053,207.0,0
T0000214,2024-07-21 08:03:48.524794,2024-07-21 22:24:47.979203,Medium,Resolved,C009,Access Req,IT,A0001,157.0,0
T0000467,2024-08-13 15:01:48.524794,2024-08-14 00:43:17.167636,P3,Closed,C004,PWD RESET,IT,A0030,9.0,0
T0001555,2024-12-07 02:10:48.524794,2024-12-08 02:10:05.379754,P4 ,Resolved,C004,Account Locked,Sales,A0032,18.0,1
T0003324,2025-06-07 06:40:48.524794,,P4,In Progress,C002,Remote Access,Finance,A0032,23.0,0
T0004297,2025-09-16 23:12:48.524794,2025-09-17 08:18:22.561553,P3,Closed,C003,Wi-Fi / LAN Connectivity,IT,A0014,74.0,0
T0002990,2025-05-06 09:57:48.524794,2025-05-06 17:02:13.156629,P2,Closed,C008,Application Failure,Procurement,A0032,2.0,0
T0001547,2024-12-06 13:29:48.524794,,P3,Pending User,C007,Printer / Peripheral,Customer Support,A0007,75.0,0
T0004934,2025-11-25 00:31:48.524794,,P3,Pending User,C002,VPN / Remote Access,HR,A0045,133.0,0
T0001577,2024-12-09 05:43:48.524794,2024-12-09 08:58:09.653118,P2,Closed,C006,Replace Laptop,Engineering,A0054,20.0,1
T0001219,2024-11-01 15:47:48.524794,,P2,In Progress,C008,Application Failure,IT,A0016,60.0,0
T0002623,2025-03-27 23:26:48.524794,2025-03-29 22:16:35.874149,P4,Closed,C007,PERIPHERAL,Customer Support,A0003,90.0,1
T0002830,2025-04-19 10:51:48.524794,,P3,IN PROGRESS,C012,teams issue,Engineering,A0009,,0
T0001503,2024-12-01 13:20:48.524794,2024-12-02 03:12:53.636474,P3,Resolved,C009,Access Req,Customer Support,A0027,45.0,1
T0001409,2024-11-22 13:37:48.524794,2024-11-23 17:41:45.661734,Medium,Closed,C009,NEW ACCESS,IT,A0015,29.0,0
T0004814,2025-11-13 02:41:48.524794,2025-11-15 11:51:54.305834,P3,Closed,C003,Wi-Fi / LAN Connectivity,Engineering,A0019,115.0,0
T0000263,2024-07-26 21:24:48.524794,2024-07-28 20:58:16.719437,P3,Closed,C006,Hardware Replacement,IT,A0027,,0
T0000527,2024-08-19 20:04:48.524794,2024-08-21 15:16:56.658702,P4,Closed,C008,Application Crash ,Finance,A0017,95.0,0
T0000848,2024-09-23 23:15:48.524794,2024-09-24 04:54:07.176950,P3,Closed,C006,Hardware Replacement,Operations,A0005,17.0,0
T0001016,2024-10-10 05:24:48.524794,,P2,In Progress,C012,MS Teams / Collaboration ,Engineering,A0038,1.0,0
T0000317,2024-07-31 16:46:48.524794,2024-07-31 23:30:41.292212,P3,Closed,C004,Account Locked,Operations,A0049,8.0,0
T0005108,2025-12-11 10:25:48.524794,,P4,In Progress,C003,lan connectivity,Finance,A0039,24.0,0
T0004243,2025-09-12 02:23:48.524794,2025-09-12 19:56:01.124744,P3,Resolved,C003,Wi-Fi / LAN Connectivity,Engineering,A0041,53.0,0
T0001036,2024-10-13 05:46:48.524794,,P4,Pending User,C007,Peripheral,Sales,A0009,156.0,0
T0000567,2024-08-24 18:34:48.524794,2024-08-25 09:59:04.501503,P3,Resolved,C003,Wi-Fi / LAN Connectivity,IT,A0018,125.0,0
T0001892,2025-01-10 12:51:48.524794,,P-4,Open,C007,Printer / Peripheral,Customer Support,A0024,29.0,0
T0003900,2025-08-07 12:21:48.524794,,P-3,Open,C004,Pwd Reset,Operations,A0045,35.0,1
T0000605,2024-08-28 18:31:48.524794,,P3,In Progress,C001,EMAIL,Human Resources,A0011,175.0,0
T0000621,2024-08-30 20:50:48.524794,,P3,IN PROGRESS,C001,Email,Sales,A0014,4.0,0
T0000292,2024-07-29 13:58:48.524794,,P3,In Progress,C011,Slowness,Operations,A0031,88.0,0
T0001798,2025-01-02 00:57:48.524794,,P4,In Progress,C002,VPN,Operations,A0009,34.0,0
T0002058,2025-01-28 05:48:48.524794,2025-01-29 01:43:36.324040,P4,Closed,C010,Alert - Security,IT,A0060,55.0,0
T0002376,2025-02-28 11:52:48.524794,2025-03-01 03:11:10.936982,Medium,Closed,C004,Account Locked,Engineering,A0035,207.0,0
T0003212,2025-05-27 05:11:48.524794,2025-05-27 22:57:02.180223,P3,Closed,C001,OUTLOOK ISSUE,Engineering,A0013,27.0,0
T0002791,2025-04-15 17:58:48.524794,2025-04-16 11:54:00.378899,P2,Resolved,C011,Performance / Slowness,HR,A0046,,1
T0002954,2025-05-02 06:16:48.524794,2025-05-03 21:00:42.303920,P3,Closed,C012,collaboration tool,Marketing,A0026,40.0,1
T0004691,2025-10-28 07:49:48.524794,2025-10-30 01:23:09.543671,P-4,Resolved,C003,Wi-Fi / LAN Connectivity,Finance,A0036,23.0,1
T0003692,2025-07-14 15:19:48.524794,,P3,OPEN,C003,wi-fi / lan connectivity,HR,A0034,30.0,0
T0000796,2024-09-17 21:43:48.524794,2024-09-19 09:42:27.873010,P4,Closed,C006,Hardware Replace,Engineering,A0040,17.0,0
T0002097,2025-01-31 04:41:48.524794,,P4,In Progress,C008,app crash,Sales,A0001,7.0,1
T0003847,2025-08-01 11:13:48.524794,,P3,In Progress,C005,Software Installation,Finance,A0047,,0
T0004242,2025-09-12 00:07:48.524794,,P1,Pending User,C006,Replace Laptop,Sales,A0037,42.0,0
T0004282,2025-09-16 00:44:48.524794,,P3,In Progress,C012,TEAMS ISSUE,Marketing,A0007,18.0,0
T0001687,2024-12-21 19:57:48.524794,,P1,Pending User,C008,App Crash,IT,A0006,28.0,0
T0000412,2024-08-08 09:44:48.524794,2024-08-15 16:29:27.869391,P4,Closed,C004,Account Locked,HR,A0017,33.0,1
T0000289,2024-07-29 02:40:48.524794,2024-07-29 06:02:44.573461,P2,Resolved,C011,Performance Issue,Engineering,A0050,14.0,0
T0003436,2025-06-20 04:01:48.524794,2025-06-20 11:05:33.785648,P2,Resolved,C005,Software Install,Engineering,A0016,16.0,0
T0002435,2025-03-06 20:12:48.524794,,P3,Pending User,C008,APPLICATION CRASH,Legal,A0056,16.0,1
T0004744,2025-11-03 08:54:48.524794,2025-11-04 10:30:49.439019,P3,Closed,C003,LAN Connectivity,Marketing,A0050,40.0,0
T0000854,2024-09-24 07:45:48.524794,2024-09-24 14:12:43.655504,P3,Closed,C002,VPN,IT,A0004,46.0,0
T0003612,2025-07-07 03:47:48.524794,,P3,In Progress,C007,Peripheral,Marketing,A0021,259.0,1
T0003560,2025-06-30 13:47:48.524794,,P4,In Progress,C004,Account Locked,Engineering,A0054,133.0,0
T0003356,2025-06-11 03:18:48.524794,,P3,Open,C012,Teams Issue,Operations,A0047,36.0,0
T0002230,2025-02-13 15:15:48.524794,2025-02-14 03:06:27.402615,P3,Closed,C011,SLOWNESS,Cust Support,A0003,141.0,0
T0003250,2025-05-30 20:34:48.524794,2025-05-31 00:24:17.762997,P2,Resolved,C009,New Access,Customer Support,A0025,37.0,0
T0000801,2024-09-18 15:31:48.524794,2024-09-21 09:46:20.397548,P4,Resolved,C008,APP CRASH,Sales,A0033,19.0,1
T0004852,2025-11-16 23:04:48.524794,,P1,Pending User,C011,PERFORMANCE / SLOWNESS,HR,A0018,130.0,0
T0003696,2025-07-15 04:27:48.524794,,P3,In Progress,C006,Replace Laptop,Procurement,A0027,55.0,0
T0000740,2024-09-11 14:16:48.524794,,P3,Open,C006,Hardware Replace,HR,A0018,34.0,1
T0003907,2025-08-07 22:07:48.524794,,P3,Open,C011,Performance / Slowness ,Engineering,A0016,82.0,0
T0003335,2025-06-08 03:40:48.524794,2025-06-14 23:14:20.570466,P4,Closed,C003,Wi-Fi / LAN Connectivity,IT,A0050,10.0,0
T0004604,2025-10-19 03:18:48.524794,2025-10-19 12:32:05.472635,P3,Closed,C008,APPLICATION FAILURE,Legal,A0020,92.0,0
T0005067,2025-12-07 09:47:48.524794,,P-3,Open,C009,ACCESS REQ,Operations,A0001,75.0,0
T0003022,2025-05-08 20:22:48.524794,2025-05-10 14:12:58.826745,P4,Closed,C006,Hardware Replacement,Sales,A0027,44.0,0
T0002738,2025-04-08 04:28:48.524794,,P3 ,Pending User,C005,Software Install,Procurement,A0050,15.0,0
T0004401,2025-09-28 06:00:48.524794,2025-09-28 21:54:18.612852,P4,Resolved,C004,Account Locked,Engineering,A0035,79.0,0
T0001346,2024-11-15 05:09:48.524794,,P4,In Progress,C003,LAN Connectivity,Engineering,A0047,,0
T0001713,2024-12-24 02:52:48.524794,2024-12-26 10:00:45.623901,P4,Closed,C004,account locked,Sales,A0017,15.0,0
T0000503,2024-08-16 16:23:48.524794,2024-08-16 18:11:36.444620,P1,Closed,C009,Access Req,Sales,A0030,176.0,0
T0005022,2025-12-03 11:55:48.524794,2025-12-05 01:41:36.534559,P3,Closed,C005,Software Install,Human Resources,A0023,85.0,0
T0001232,2024-11-02 18:36:48.524794,2024-11-05 11:51:22.391424,P4,Resolved,C006,Replace Laptop,Operations,A0045,80.0,0
T0001452,2024-11-26 01:40:48.524794,,Low,Pending User,C009,Access Request,Sales,A0038,169.0,1
T0001911,2025-01-14 00:34:48.524794,2025-01-14 18:03:02.890132,P3,Resolved,C009,Access Req,Engineering,A0032,18.0,0
T0003327,2025-06-07 12:08:48.524794,,P4,Open,C001,Outlook Issue ,Procurement,A0039,80.0,0
T0003664,2025-07-11 00:34:48.524794,2025-07-12 00:29:10.608043,P3 ,Closed,C004,Password Reset / Account Lock,Human Resources,A0008,115.0,0
T0003530,2025-06-28 07:46:48.524794,,P1 ,In Progress,C004,Password Reset / Account Lock ,Operations,A0045,202.0,0
T0000622,2024-08-31 05:38:48.524794,,P3,Pending User,C010,security incident,Sales,A0030,120.0,0
T0000035,2024-07-04 01:43:48.524794,,P-1,In Progress,C005,SOFTWARE INSTALLATION,Finance,A0060,17.0,0
T0002354,2025-02-26 03:47:48.524794,2025-02-26 12:31:01.438885,P3,Closed,C003,Wi-Fi / LAN Connectivity,HR,A0059,91.0,0
T0004345,2025-09-21 13:48:48.524794,2025-09-22 12:26:54.986680,P3,Resolved,C005,Software Install,IT,A0055,40.0,0
T0004322,2025-09-19 09:48:48.524794,2025-09-19 12:07:46.701239,P2,Closed,C011,Slowness,Information Technology,A0044,10.0,0
